               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
123,0.032871,0.006643,0,0.98791,0.97619,0.99114,0.6855,0.024132,0.0067319,0,0.0050193,0.0050193,0.030719
124,0.029823,0.0078533,0,0.98795,0.97604,0.99319,0.73832,0.019418,0.0069701,0,0.0050259,0.0050259,0.030126
125,0.024962,0.0065829,0,0.98795,0.97603,0.99319,0.71186,0.022175,0.0065771,0,0.0050318,0.0050318,0.029532
126,0.026299,0.0058933,0,0.99984,0.9881,0.99394,0.75323,0.018605,0.0066516,0,0.0050371,0.0050371,0.028937
127,0.027284,0.0068647,0,0.99994,0.9881,0.99257,0.7788,0.019135,0.0064978,0,0.0050418,0.0050418,0.028342
128,0.027368,0.0064262,0,0.99994,0.9881,0.99177,0.75809,0.022995,0.0064231,0,0.0050458,0.0050458,0.027746
129,0.029728,0.0062602,0,0.99998,0.9881,0.99032,0.72678,0.022037,0.0065672,0,0.0050492,0.0050492,0.027149
130,0.024389,0.0064069,0,1,0.98808,0.99237,0.76929,0.019677,0.0064698,0,0.0050519,0.0050519,0.026552
131,0.028564,0.00626,0,1,0.9881,0.99218,0.76012,0.019186,0.0066021,0,0.0050541,0.0050541,0.025954
132,0.027209,0.00651,0,1,0.98804,0.99092,0.70259,0.027217,0.0064858,0,0.0050555,0.0050555,0.025356
133,0.028066,0.0068087,0,0.9428,0.9881,0.98904,0.70326,0.02312,0.006804,0,0.0050564,0.0050564,0.024756
134,0.025252,0.0060411,0,0.99999,0.9881,0.99394,0.74344,0.019578,0.0063335,0,0.0050566,0.0050566,0.024157
135,0.027233,0.0065504,0,1,0.9881,0.99292,0.78406,0.022006,0.0061985,0,0.0050562,0.0050562,0.023556
136,0.026866,0.0061167,0,0.99999,0.9881,0.99292,0.72133,0.021002,0.0061393,0,0.0050552,0.0050552,0.022955
137,0.028831,0.0056697,0,0.99997,0.9881,0.99332,0.78849,0.01986,0.0061758,0,0.0050536,0.0050536,0.022354
138,0.02589,0.0063219,0,1,0.98808,0.9934,0.76382,0.01995,0.0064241,0,0.0050513,0.0050513,0.021751
139,0.026971,0.0059289,0,0.98793,0.97619,0.99164,0.60466,0.026368,0.0063965,0,0.0050484,0.0050484,0.021148
140,0.02596,0.0060714,0,0.99998,0.9881,0.99444,0.78659,0.018816,0.0062662,0,0.005045,0.005045,0.020545
141,0.025499,0.0057838,0,0.99996,0.9881,0.99423,0.75355,0.019826,0.0061438,0,0.0050409,0.0050409,0.019941
142,0.024125,0.0057206,0,0.99999,0.9881,0.99394,0.76113,0.02012,0.0061817,0,0.0050362,0.0050362,0.019336
143,0.024035,0.0056979,0,0.99999,0.9881,0.99264,0.79303,0.018532,0.006144,0,0.0050309,0.0050309,0.018731
144,0.02381,0.0058901,0,0.99996,0.9881,0.99285,0.72951,0.021306,0.0060738,0,0.005025,0.005025,0.018125
145,0.025044,0.0056963,0,0.99996,0.9881,0.99194,0.7796,0.019399,0.0061162,0,0.0050186,0.0050186,0.017519
146,0.01931,0.0052552,0,1,0.9881,0.99271,0.80195,0.01761,0.0058283,0,0.0050115,0.0050115,0.016912
147,0.02213,0.005953,0,0.99998,0.9881,0.99271,0.79263,0.019819,0.0059862,0,0.0050039,0.0050039,0.016304
148,0.023968,0.0062404,0,0.99999,0.9881,0.99071,0.80574,0.018896,0.0059563,0,0.0049957,0.0049957,0.015696
149,0.023667,0.005711,0,1,0.98808,0.99056,0.74627,0.018808,0.0060698,0,0.0049869,0.0049869,0.015087
150,0.024576,0.0054229,0,0.99998,0.9881,0.99224,0.66979,0.021591,0.0061086,0,0.0049775,0.0049775,0.014478
151,0.025623,0.0053707,0,0.99999,0.9881,0.99104,0.73225,0.020926,0.0061676,0,0.0049676,0.0049676,0.013868
152,0.020622,0.0052916,0,0.99998,0.9881,0.99264,0.80552,0.016827,0.0058834,0,0.0049571,0.0049571,0.013257
153,0.024682,0.0058495,0,1,0.9881,0.99224,0.75299,0.018875,0.0059914,0,0.004946,0.004946,0.012646
154,0.023023,0.0057843,0,0.99998,0.9881,0.99316,0.79539,0.016741,0.0059588,0,0.0049344,0.0049344,0.012034
155,0.021568,0.005721,0,0.99991,0.9881,0.99413,0.78787,0.017948,0.0058771,0,0.0049223,0.0049223,0.011422
156,0.023068,0.0057372,0,0.98805,0.9881,0.99443,0.79353,0.017593,0.0057814,0,0.0049096,0.0049096,0.01081
157,0.020636,0.0051735,0,0.98808,0.9881,0.99391,0.80846,0.016312,0.0059273,0,0.0048964,0.0048964,0.010196
158,0.022999,0.0052091,0,0.98809,0.9881,0.99289,0.78559,0.018981,0.0060068,0,0.0048826,0.0048826,0.0095826
159,0.022781,0.0057025,0,0.98808,0.9881,0.99333,0.74896,0.019447,0.005937,0,0.0048684,0.0048684,0.0089684
160,0.021791,0.0052479,0,1,0.98797,0.99257,0.80075,0.017769,0.0058823,0,0.0048536,0.0048536,0.0083536
161,0.021338,0.0054047,0,0.99994,0.9881,0.99109,0.78659,0.018207,0.0058015,0,0.0048383,0.0048383,0.0077383
162,0.018428,0.0047774,0,0.99999,0.9881,0.99,0.81117,0.016482,0.0056522,0,0.0048225,0.0048225,0.0071225
163,0.021488,0.0053208,0,0.99996,0.9881,0.98977,0.79979,0.017164,0.0055652,0,0.0048062,0.0048062,0.0065062
164,0.020694,0.0051239,0,0.99995,0.9881,0.98949,0.7753,0.019445,0.0058854,0,0.0047894,0.0047894,0.0058894
165,0.020364,0.0052972,0,1,0.98808,0.99,0.80104,0.017338,0.0061104,0,0.0047721,0.0047721,0.0052721
